Age,Gender,Income,Marital_Status,Education,Occupation,Claim_Amount
35.0,Female,53203.0,Married,Bachelor's,CEO,4139.0
70.0,Female,31720.0,Married,PhD,Engineer,2446.0
26.0,Female,156092.0,Single,PhD,Engineer,56230.0
63.0,Female,224586.0,Single,Bachelor's,CEO,8797.0
32.0,Female,182663.0,Single,PhD,Waiter,48802.0
37.0,Female,294797.0,Single,PhD,CEO,5072.0
45.0,Male,42218.0,Married,Master's,CEO,8778.0
102.42154354562416,Female,12014.0,Single,PhD,Engineer,8207.0
18.0,Female,97008.0,Single,PhD,CEO,7047.0
22.0,Male,180099.0,Married,Master's,Engineer,45098.0
70.0,Female,187213.0,Married,PhD,CEO,3510.0
30.0,Female,137048.0,Single,PhD,Engineer,32921.0
63.0,Male,98047.0,Married,Master's,Engineer,31037.0
102.42154354562416,Male,294602.0,Single,PhD,Doctor,48230.0
102.42154354562416,Female,142517.0,Single,Master's,CEO,2959.0
25.0,Male,31203.0,Single,PhD,Teacher,9512.0
34.0,Female,40143.0,Single,Bachelor's,Waiter,1698.0
49.0,Female,42364.0,Married,Master's,CEO,4601.0
70.0,Female,60114.0,Married,Master's,Teacher,69331.0
61.0,Male,182616.0,Married,PhD,CEO,1981.0
18.0,Female,404427.9082545613,Married,Bachelor's,Engineer,75289.0
60.0,Male,286767.0,Single,PhD,Waiter,3655.0
25.0,Female,32558.0,Single,Master's,Waiter,3485.0
27.0,Female,184114.0,Single,Master's,CEO,1948.0
71.0,Male,198404.0,Single,Master's,Doctor,2526.0
49.0,Male,292145.0,Married,Bachelor's,Engineer,1341.0
59.0,Female,118814.0,Single,PhD,CEO,82615.0
25.0,Female,231666.0,Single,Master's,CEO,2835.0
72.0,Male,235003.0,Single,Bachelor's,CEO,8402.0
74.0,Male,42600.0,Married,PhD,Engineer,7106.0
36.0,Male,199162.0,Single,Master's,Doctor,30305.0
77.0,Female,207216.0,Single,Bachelor's,CEO,7474.0
28.0,Female,38837.0,Single,Master's,Teacher,852.0
70.0,Female,28111.0,Single,Bachelor's,Engineer,5306.0
39.0,Female,71049.0,Single,Master's,CEO,5635.0
45.0,Male,39012.0,Married,Bachelor's,Engineer,52481.0
71.0,Male,49073.0,Single,PhD,CEO,7413.0
34.0,Female,40143.0,Single,Bachelor's,Waiter,1698.0
66.0,Female,83182.0,Married,Master's,Engineer,3081.0
65.0,Male,155512.0,Single,PhD,Engineer,97675.0
72.0,Male,10987.0,Single,PhD,Doctor,5887.0
54.0,Female,46909.0,Single,PhD,Engineer,2179.0
61.0,Female,152138.0,Married,Master's,CEO,8728.0
42.0,Female,281493.0,Married,Bachelor's,CEO,7132.0
31.0,Male,277424.0,Single,Bachelor's,CEO,3293.0
59.0,Female,24712.0,Single,Master's,Teacher,1175.0
64.0,Male,45060.0,Married,Master's,CEO,1891.0
69.0,Male,37409.0,Married,PhD,Doctor,3039.0
71.0,Female,137933.0,Married,Bachelor's,CEO,2750.0
60.0,Female,95161.0,Single,Bachelor's,CEO,7626.0
35.0,Female,30193.0,Single,Master's,Waiter,2674.0
65.0,Female,259134.0,Single,Master's,CEO,9534.0
27.0,Male,61608.0,Single,Bachelor's,Doctor,6933.0
70.0,Male,89611.0,Single,PhD,Doctor,4689.0
27.0,Female,291004.0,Married,Master's,Teacher,1890.0
35.0,Male,404427.9082545613,Single,Bachelor's,CEO,4434.0
46.0,Male,181042.0,Single,PhD,Engineer,9641.0
36.0,Female,84734.0,Single,Master's,CEO,2235.0
30.0,Male,251711.0,Single,PhD,CEO,1114.0
56.0,Female,75596.0,Single,Master's,Teacher,84557.0
28.0,Male,124836.0,Married,Bachelor's,CEO,1029.0
35.0,Male,172671.0,Married,Bachelor's,Teacher,7173.0
33.0,Female,273849.0,Single,PhD,CEO,2259.0
54.0,Male,140684.0,Single,PhD,Engineer,3096.0
59.0,Female,404427.9082545613,Single,Bachelor's,Doctor,4397.0
74.0,Male,104134.0,Single,Bachelor's,Waiter,40527.0
63.0,Female,192707.0,Single,Bachelor's,Engineer,95818.0
30.0,Female,91528.0,Married,Master's,CEO,32012.0
69.0,Female,254512.0,Single,Master's,Waiter,7307.0
27.0,Male,27837.0,Single,Master's,Doctor,7764.0
54.0,Female,211256.0,Married,Bachelor's,CEO,2292.0
25.0,Male,31203.0,Single,PhD,Teacher,9512.0
69.0,Female,22422.0,Married,Master's,Teacher,1301.0
46.0,Female,134214.0,Single,PhD,Engineer,99841.0
57.0,Female,274286.0,Single,Master's,Engineer,51790.0
36.0,Male,22281.0,Married,Bachelor's,Doctor,7604.0
59.0,Female,268938.0,Single,Master's,CEO,4664.0
39.0,Female,404427.9082545613,Married,Bachelor's,CEO,5353.0
18.0,Female,42523.0,Single,Master's,Engineer,8280.0
102.42154354562416,Female,115128.0,Single,Bachelor's,CEO,6682.0
46.0,Female,59247.0,Single,PhD,CEO,4581.0
67.0,Female,62587.0,Married,Bachelor's,Doctor,59821.0
66.0,Female,75484.0,Single,Bachelor's,CEO,8115.0
67.0,Female,288560.0,Married,PhD,Teacher,33087.0
74.0,Male,44813.0,Single,Bachelor's,Engineer,17538.0
56.0,Male,120892.0,Single,Bachelor's,CEO,6825.0
102.42154354562416,Female,117987.0,Single,PhD,CEO,6431.0
67.0,Female,164765.0,Married,Bachelor's,CEO,5274.0
62.0,Male,56221.0,Single,Bachelor's,CEO,8674.0
42.0,Female,235467.0,Married,Bachelor's,Engineer,12617.0
73.0,Female,101355.0,Single,Bachelor's,CEO,4549.0
42.0,Female,203989.0,Single,PhD,CEO,2582.0
102.42154354562416,Female,72394.0,Single,Bachelor's,Engineer,8926.0
75.0,Male,31357.0,Single,Bachelor's,Teacher,329.0
102.42154354562416,Female,190096.0,Married,Bachelor's,Waiter,48575.0
51.0,Female,9247.0,Married,Bachelor's,Teacher,3239.0
22.0,Female,39970.0,Married,Bachelor's,Waiter,2414.0
50.0,Female,293137.0,Married,Master's,Doctor,820.0
61.0,Female,44873.0,Single,PhD,Waiter,15700.0
41.0,Male,114898.0,Single,Master's,Waiter,4091.0
36.0,Female,404427.9082545613,Married,Bachelor's,Teacher,3231.0
58.0,Male,293851.0,Married,Master's,CEO,9603.0
22.0,Female,64887.0,Single,PhD,CEO,3646.0
40.0,Male,139183.0,Single,Master's,Teacher,43771.0
59.0,Female,404427.9082545613,Single,Bachelor's,Doctor,4397.0
51.0,Male,22698.0,Married,PhD,CEO,1112.0
79.0,Female,404427.9082545613,Single,PhD,CEO,4127.0
75.0,Female,43008.0,Single,PhD,Teacher,3818.0
69.0,Female,115718.0,Single,Master's,Teacher,10328.0
50.0,Female,51470.0,Married,PhD,Engineer,63209.0
56.0,Female,165173.0,Single,Master's,CEO,6970.0
79.0,Female,133393.0,Single,Master's,Teacher,97642.0
32.0,Female,276112.0,Married,Master's,CEO,9132.0
57.0,Female,236411.0,Married,Bachelor's,CEO,8694.0
73.0,Female,59598.0,Single,PhD,CEO,9591.0
45.0,Female,77275.0,Single,Bachelor's,CEO,1387.0
44.0,Female,226939.0,Single,Master's,Engineer,64342.0
31.0,Male,48740.0,Single,PhD,CEO,6759.0
69.0,Female,282695.0,Single,Master's,CEO,5055.0
18.0,Female,42523.0,Single,Master's,Engineer,8280.0
46.0,Female,237336.0,Married,PhD,Waiter,89634.0
75.0,Male,404427.9082545613,Married,Master's,Doctor,78301.0
41.0,Female,43914.0,Single,Bachelor's,Doctor,1807.0
72.0,Male,9914.0,Married,PhD,Doctor,9738.0
69.0,Male,37409.0,Married,PhD,Doctor,3039.0
34.0,Male,34434.0,Single,PhD,Waiter,4802.0
27.0,Female,40144.0,Married,PhD,Waiter,6402.0
78.0,Female,209055.0,Single,PhD,CEO,4129.0
37.0,Female,23628.0,Single,PhD,CEO,1022.0
29.0,Male,214985.0,Single,Master's,CEO,1374.0
36.0,Female,164483.0,Single,Bachelor's,CEO,9032.0
28.0,Female,38837.0,Single,Master's,Teacher,852.0
50.0,Female,247742.0,Married,Master's,CEO,1330.0
38.0,Female,201853.0,Single,PhD,Waiter,99668.0
61.0,Male,178797.0,Single,Master's,Engineer,4042.0
64.0,Female,76301.0,Married,Bachelor's,Engineer,4075.0
45.0,Male,39012.0,Married,Bachelor's,Engineer,52481.0
75.0,Female,29631.0,Single,PhD,Teacher,2700.0
65.0,Female,23318.0,Married,Master's,Engineer,1446.0
33.0,Female,54295.0,Married,Master's,CEO,4321.0
23.0,Male,404427.9082545613,Single,Bachelor's,Teacher,61363.0
25.0,Female,62301.0,Married,PhD,Teacher,77664.0
44.0,Female,102528.0,Single,Master's,Engineer,3033.0
30.0,Male,25482.0,Single,Master's,Engineer,413.0
79.0,Female,235731.0,Single,PhD,CEO,3637.0
18.0,Female,28728.0,Single,Bachelor's,Engineer,3523.0
37.0,Male,31541.0,Single,Master's,Doctor,1455.0
46.0,Male,181042.0,Single,PhD,Engineer,9641.0
27.0,Female,214093.0,Married,PhD,CEO,9093.0
77.0,Female,16070.0,Married,PhD,Waiter,8694.0
63.0,Male,32820.0,Married,PhD,Waiter,2135.0
77.0,Female,198686.0,Single,PhD,Doctor,8239.0
40.0,Male,139183.0,Single,Master's,Teacher,43771.0
26.0,Female,404427.9082545613,Married,PhD,Teacher,24885.0
59.0,Female,130812.0,Single,PhD,Teacher,60326.0
47.0,Female,255171.0,Single,Bachelor's,Engineer,33652.0
42.0,Female,98487.0,Single,Master's,CEO,8195.0
32.0,Male,294810.0,Married,PhD,Teacher,9858.0
55.0,Female,404427.9082545613,Single,PhD,Teacher,20406.0
57.0,Female,35349.0,Married,PhD,Doctor,4416.0
45.0,Female,139971.0,Single,PhD,CEO,3051.0
65.0,Male,255948.0,Single,Bachelor's,CEO,8945.0
30.0,Female,164720.0,Single,Master's,CEO,3199.0
72.0,Female,44036.0,Single,Master's,Engineer,4728.0
54.0,Male,42294.0,Married,PhD,Teacher,1337.0
63.0,Male,232001.0,Single,Bachelor's,Engineer,8386.0
59.0,Female,43696.0,Married,Bachelor's,Engineer,5255.0
63.0,Female,62039.0,Single,PhD,Doctor,8751.0
66.0,Female,124047.0,Single,Bachelor's,CEO,2975.0
38.0,Male,83023.0,Single,Master's,Doctor,7607.0
46.0,Female,134214.0,Single,PhD,Engineer,99841.0
59.0,Female,8782.0,Married,Master's,Teacher,1119.0
46.0,Female,268034.0,Single,Bachelor's,Doctor,15913.0
32.0,Female,200461.0,Single,PhD,Doctor,8586.0
36.0,Male,26589.0,Married,Bachelor's,CEO,1772.0
52.0,Male,284543.0,Single,PhD,Waiter,5981.0
78.0,Female,34406.0,Married,PhD,Engineer,811.0
69.0,Male,90509.0,Single,PhD,Waiter,77176.0
67.0,Male,404427.9082545613,Single,Bachelor's,CEO,1201.0
21.0,Female,132601.0,Single,Master's,Engineer,4889.0
73.0,Male,31647.0,Married,Bachelor's,Teacher,9408.0
35.0,Female,288228.0,Single,Bachelor's,Waiter,48274.0
39.0,Female,131774.0,Single,Bachelor's,CEO,9503.0
31.0,Male,34576.0,Single,Master's,CEO,6908.0
67.0,Female,297507.0,Married,PhD,Engineer,89791.0
77.0,Female,162826.0,Married,Bachelor's,CEO,7961.0
26.0,Male,69254.0,Single,Master's,CEO,2002.0
58.0,Female,68529.0,Married,Master's,CEO,6339.0
46.0,Male,149748.0,Married,PhD,Waiter,6087.0
23.0,Female,277043.0,Single,Bachelor's,Waiter,6307.0
79.0,Female,130661.0,Single,Bachelor's,CEO,8080.0
34.0,Female,170907.0,Single,Master's,CEO,3725.0
25.0,Male,152286.0,Married,Bachelor's,CEO,4353.0
76.0,Female,144768.0,Single,Bachelor's,Engineer,33138.0
39.0,Male,404427.9082545613,Single,Bachelor's,Engineer,23549.0
39.0,Female,236089.0,Single,Master's,CEO,9416.0
46.0,Female,268034.0,Single,Bachelor's,Doctor,15913.0
30.0,Male,83422.0,Single,Master's,Teacher,9418.0
22.0,Female,111209.0,Single,Master's,Teacher,3969.0
71.0,Female,25472.0,Single,PhD,Teacher,8902.0
78.0,Female,34406.0,Married,PhD,Engineer,811.0
56.0,Male,254797.0,Married,Bachelor's,CEO,6510.0
102.42154354562416,Female,40269.0,Married,PhD,Waiter,6163.0
27.0,Female,43244.0,Single,PhD,Doctor,9469.0
46.0,Male,60418.0,Single,PhD,Engineer,6093.0
34.0,Male,34434.0,Single,PhD,Waiter,4802.0
45.0,Male,19416.0,Single,Master's,Engineer,9412.0
44.0,Female,36686.0,Married,Master's,Engineer,4848.0
48.0,Male,261455.0,Single,PhD,Doctor,6080.0
75.0,Female,29631.0,Single,PhD,Teacher,2700.0
54.0,Female,49366.0,Married,PhD,Doctor,9348.0
26.0,Male,244542.0,Single,Master's,Engineer,9848.0
18.0,Female,136070.0,Married,Master's,CEO,9859.0
48.0,Female,241526.0,Married,Bachelor's,Engineer,82633.0
43.0,Male,207894.0,Single,PhD,Waiter,9271.0
63.0,Female,42156.0,Single,Bachelor's,Engineer,2734.0
59.0,Female,404427.9082545613,Married,Master's,CEO,7619.0
27.0,Female,248185.0,Married,Master's,Teacher,41451.0
42.0,Male,54811.0,Single,Master's,CEO,1257.0
26.0,Female,27675.0,Single,PhD,Teacher,51783.0
55.0,Female,21961.0,Single,PhD,Engineer,9006.0
39.0,Female,141519.0,Married,Master's,CEO,2583.0
42.0,Female,237583.0,Single,Master's,CEO,3399.0
52.0,Female,25961.0,Single,Master's,Waiter,8022.0
78.0,Male,99877.0,Single,Master's,Teacher,6290.0
19.0,Female,160311.0,Married,PhD,CEO,9735.0
30.0,Female,105777.0,Single,Bachelor's,Doctor,77711.0
51.0,Female,134415.0,Single,Master's,Teacher,67660.0
76.0,Female,290150.0,Single,Bachelor's,CEO,3575.0
31.0,Female,265879.0,Single,Bachelor's,Waiter,38294.0
75.0,Female,55519.0,Married,Bachelor's,CEO,64604.0
74.0,Male,68266.0,Single,Master's,CEO,6472.0
74.0,Male,42600.0,Married,PhD,Engineer,7106.0
18.0,Female,127652.0,Married,Master's,Teacher,3632.0
58.0,Male,225852.0,Single,Master's,CEO,8657.0
78.0,Female,26092.0,Married,Master's,Engineer,9409.0
20.0,Male,263612.0,Single,Master's,CEO,9716.0
78.0,Male,286676.0,Single,Master's,CEO,6440.0
42.0,Female,34995.0,Single,PhD,Doctor,4136.0
44.0,Male,213120.0,Single,PhD,CEO,8210.0
41.0,Female,6556.0,Single,PhD,Teacher,4003.0
43.0,Male,167193.0,Married,Bachelor's,Engineer,2422.0
20.0,Female,291364.0,Single,Master's,Engineer,9027.0
62.0,Female,36240.0,Single,Bachelor's,Engineer,6612.0
67.0,Male,171207.0,Married,Bachelor's,CEO,3370.0
52.0,Female,144312.0,Single,Bachelor's,Teacher,858.0
53.0,Female,299173.0,Married,Bachelor's,Doctor,94274.0
102.42154354562416,Female,138037.0,Single,Master's,CEO,3095.0
39.0,Female,404427.9082545613,Married,Bachelor's,CEO,8744.0
47.0,Female,237574.0,Single,Bachelor's,CEO,5551.0
61.0,Female,292161.0,Married,Bachelor's,CEO,8801.0
51.0,Female,162311.0,Married,PhD,CEO,6186.0
37.0,Female,11511.0,Single,Bachelor's,Teacher,2604.0
63.0,Female,27174.0,Married,PhD,Waiter,2768.0
46.0,Male,60418.0,Single,PhD,Engineer,6093.0
48.0,Female,30924.0,Single,PhD,CEO,6774.0
30.0,Female,105777.0,Single,Bachelor's,Doctor,77711.0
102.42154354562416,Female,40072.0,Single,Master's,Waiter,76529.0
19.0,Female,146132.0,Married,Bachelor's,Teacher,1760.0
45.0,Male,19416.0,Single,Master's,Engineer,9412.0
57.0,Female,28391.0,Married,Master's,Engineer,47047.0
79.0,Female,278432.0,Married,Master's,Engineer,59942.0
102.42154354562416,Female,8029.0,Married,Bachelor's,Teacher,2099.0
50.0,Male,404427.9082545613,Single,Bachelor's,CEO,2708.0
75.0,Female,255602.0,Single,Bachelor's,Engineer,664.0
29.0,Male,404427.9082545613,Single,Master's,CEO,7529.0
25.0,Female,113139.0,Single,Master's,CEO,1237.0
40.0,Female,19821.0,Single,Master's,Teacher,3715.0
102.42154354562416,Female,38286.0,Single,PhD,Waiter,9308.0
45.0,Female,101299.0,Married,Bachelor's,CEO,4708.0
34.0,Male,74106.0,Married,PhD,Engineer,5776.0
61.0,Female,267352.0,Single,PhD,CEO,3859.0
69.0,Male,9154.0,Married,PhD,Engineer,4822.0
55.0,Male,34251.0,Married,Bachelor's,Engineer,2592.0
69.0,Female,254512.0,Single,Master's,Waiter,7307.0
53.0,Female,36570.0,Single,Bachelor's,CEO,7394.0
44.0,Female,117785.0,Married,Master's,CEO,3037.0
50.0,Female,267294.0,Single,Bachelor's,Doctor,47467.0
34.0,Male,71409.0,Married,Master's,Engineer,10741.0
47.0,Female,88789.0,Single,Master's,CEO,9113.0
29.0,Female,256257.0,Married,Bachelor's,CEO,5092.0
27.0,Female,245266.0,Single,Bachelor's,CEO,14699.0
45.0,Female,55727.0,Single,Bachelor's,CEO,2229.0
74.0,Male,14948.0,Married,PhD,Engineer,4037.0
52.0,Female,40544.0,Married,Master's,Doctor,80690.0
32.0,Female,180807.0,Married,PhD,Waiter,4549.0
64.0,Female,191021.0,Married,Master's,Teacher,94517.0
63.0,Female,192707.0,Single,Bachelor's,Engineer,95818.0
51.0,Female,238771.0,Single,PhD,CEO,3445.0
59.0,Female,21945.0,Single,PhD,Waiter,7435.0
47.0,Male,25491.0,Single,Master's,CEO,1283.0
65.0,Female,205791.0,Married,PhD,CEO,6755.0
32.0,Female,186953.0,Single,PhD,Waiter,30743.0
57.0,Female,257297.0,Married,Bachelor's,Engineer,8581.0
40.0,Male,174028.0,Married,Bachelor's,CEO,5080.0
22.0,Female,265348.0,Single,Master's,Doctor,9733.0
27.0,Female,40144.0,Married,PhD,Waiter,6402.0
63.0,Male,122787.0,Single,PhD,CEO,3363.0
28.0,Female,98552.0,Single,PhD,Teacher,52114.0
46.0,Female,215922.0,Single,Master's,Waiter,8429.0
102.42154354562416,Male,52746.0,Married,PhD,Engineer,13287.0
31.0,Female,185518.0,Married,Master's,Waiter,25484.0
75.0,Female,116193.0,Single,Master's,CEO,5447.0
40.0,Male,8521.0,Single,Master's,Engineer,6508.0
32.0,Male,96035.0,Married,Master's,Waiter,7093.0
56.0,Female,170265.0,Single,PhD,Waiter,3962.0
53.0,Male,288821.0,Married,PhD,CEO,9801.0
34.0,Male,102389.0,Single,Bachelor's,Waiter,7116.0
75.0,Female,31581.0,Married,Master's,Engineer,4142.0
102.42154354562416,Female,246228.0,Married,Master's,Waiter,36747.0
59.0,Female,160478.0,Married,PhD,CEO,5433.0
26.0,Male,150453.0,Single,Bachelor's,Waiter,37195.0
70.0,Male,267103.0,Married,Master's,Doctor,2481.0
102.42154354562416,Male,163482.0,Married,Bachelor's,Waiter,3355.0
41.0,Female,43914.0,Single,Bachelor's,Doctor,1807.0
22.0,Female,193534.0,Single,PhD,Teacher,5755.0
102.42154354562416,Male,31736.0,Married,Master's,Engineer,9738.0
70.0,Male,148688.0,Married,Master's,CEO,12680.0
54.0,Female,278083.0,Married,PhD,Waiter,72914.0
102.42154354562416,Male,119159.0,Married,Master's,CEO,1392.0
102.42154354562416,Male,94098.0,Single,PhD,CEO,7871.0
38.0,Female,26441.0,Single,Bachelor's,Doctor,5759.0
19.0,Female,220055.0,Married,Bachelor's,CEO,4670.0
102.42154354562416,Female,201510.0,Single,Master's,CEO,6996.0
24.0,Male,244574.0,Single,PhD,Engineer,17552.0
40.0,Male,52751.0,Married,PhD,CEO,2495.0
72.0,Male,140724.0,Single,PhD,CEO,5965.0
50.0,Female,51470.0,Married,PhD,Engineer,63209.0
49.0,Female,245570.0,Single,Bachelor's,CEO,1999.0
79.0,Male,76087.0,Single,Bachelor's,Waiter,18294.0
27.0,Female,40594.0,Single,PhD,Doctor,4106.0
67.0,Female,62587.0,Married,Bachelor's,Doctor,59821.0
30.0,Female,105777.0,Single,Bachelor's,Doctor,77711.0
35.0,Male,269160.0,Single,Master's,Doctor,2952.0
62.0,Female,26321.0,Single,PhD,CEO,4610.0
55.0,Female,21961.0,Single,PhD,Engineer,9006.0
42.0,Female,220260.0,Married,PhD,Waiter,401.0
39.0,Male,223177.0,Married,Bachelor's,Doctor,9123.0
26.0,Male,22242.0,Single,Bachelor's,Doctor,145.0
19.0,Female,160311.0,Married,PhD,CEO,9735.0
53.0,Male,51986.0,Married,PhD,Waiter,5290.0
33.0,Male,205996.0,Single,PhD,Engineer,8343.0
31.0,Female,41147.0,Single,Bachelor's,Engineer,8204.0
57.0,Female,77637.0,Single,Bachelor's,Engineer,8204.0
61.0,Male,17752.0,Single,PhD,Teacher,434.0
18.0,Female,28728.0,Single,Bachelor's,Engineer,3523.0
19.0,Female,272162.0,Single,Master's,CEO,6042.0
74.0,Male,44813.0,Single,Bachelor's,Engineer,17538.0
73.0,Female,241370.0,Single,Master's,CEO,7594.0
73.0,Male,150583.0,Single,PhD,CEO,5685.0
75.0,Female,195898.0,Single,Bachelor's,Waiter,4556.0
66.0,Female,20427.0,Single,Master's,Waiter,7096.0
38.0,Female,404427.9082545613,Single,Master's,Engineer,64486.0
35.0,Male,94234.0,Married,Master's,Doctor,31482.0
49.0,Male,71705.0,Single,Master's,Doctor,2961.0
68.0,Male,63000.0,Single,PhD,CEO,1283.0
46.0,Female,40782.0,Single,PhD,CEO,6272.0
24.0,Female,231575.0,Single,PhD,Waiter,9094.0
31.0,Male,33027.0,Single,Master's,Teacher,3034.0
75.0,Female,20937.0,Single,PhD,CEO,6672.0
42.0,Female,79388.0,Married,PhD,Doctor,16386.0
102.42154354562416,Female,136887.0,Single,Master's,Waiter,6080.0
33.0,Female,20461.0,Single,Bachelor's,Engineer,99147.0
29.0,Female,68650.0,Single,Bachelor's,Doctor,3223.0
69.0,Male,86198.0,Married,Bachelor's,Engineer,480.0
29.0,Female,121170.0,Single,PhD,CEO,2447.0
67.0,Female,260406.0,Married,PhD,CEO,1868.0
75.0,Female,271411.0,Single,Master's,Waiter,66581.0
102.42154354562416,Male,47262.0,Single,PhD,Teacher,31788.0
24.0,Female,231575.0,Single,PhD,Waiter,9094.0
65.0,Female,12547.0,Married,PhD,Waiter,4171.0
56.0,Female,268097.0,Single,Bachelor's,CEO,6558.0
52.0,Female,144312.0,Single,Bachelor's,Teacher,858.0
79.0,Male,121758.0,Single,Master's,Engineer,8002.0
57.0,Male,162001.0,Married,Bachelor's,CEO,9166.0
41.0,Male,77728.0,Single,PhD,Engineer,1919.0
20.0,Male,404427.9082545613,Married,PhD,CEO,7990.0
18.0,Female,28728.0,Single,Bachelor's,Engineer,3523.0
43.0,Male,226340.0,Married,Master's,Teacher,75331.0
102.42154354562416,Female,195593.0,Single,Master's,Engineer,8887.0
37.0,Female,11511.0,Single,Bachelor's,Teacher,2604.0
41.0,Male,77728.0,Single,PhD,Engineer,1919.0
22.0,Female,265348.0,Single,Master's,Doctor,9733.0
54.0,Male,240142.0,Single,PhD,Waiter,8643.0
49.0,Female,18726.0,Single,Bachelor's,Engineer,9636.0
46.0,Female,250862.0,Married,PhD,CEO,9207.0
67.0,Female,145149.0,Single,Master's,Engineer,2107.0
72.0,Female,44036.0,Single,Master's,Engineer,4728.0
23.0,Male,179535.0,Married,PhD,CEO,3856.0
23.0,Male,10834.0,Married,Master's,Waiter,123.0
53.0,Male,404427.9082545613,Single,PhD,Waiter,35360.0
75.0,Female,237489.0,Married,Master's,CEO,9159.0
25.0,Male,25464.0,Married,PhD,Doctor,6887.0
25.0,Female,280154.0,Married,Master's,CEO,1318.0
38.0,Male,74446.0,Married,Master's,CEO,5112.0
32.0,Female,404427.9082545613,Married,Master's,CEO,6641.0
73.0,Female,59598.0,Single,PhD,CEO,9591.0
74.0,Male,44813.0,Single,Bachelor's,Engineer,17538.0
36.0,Male,236088.0,Single,Bachelor's,Waiter,91872.0
40.0,Male,227402.0,Single,PhD,CEO,8400.0
41.0,Female,404427.9082545613,Single,Bachelor's,Doctor,87641.0
18.0,Male,235277.0,Married,PhD,Teacher,9459.0
53.0,Female,256437.0,Single,Bachelor's,Waiter,7903.0
36.0,Female,22846.0,Single,Bachelor's,Teacher,4447.0
102.42154354562416,Male,289877.0,Single,Master's,Doctor,316.0
27.0,Male,219396.0,Married,Bachelor's,CEO,5877.0
50.0,Female,133550.0,Married,Bachelor's,Engineer,6269.0
44.0,Female,404427.9082545613,Married,Master's,CEO,4139.0
70.0,Female,28111.0,Single,Bachelor's,Engineer,5306.0
29.0,Male,46345.0,Married,PhD,Waiter,4061.0
20.0,Male,107838.0,Single,Bachelor's,CEO,7845.0
42.0,Male,95762.0,Married,PhD,Engineer,45332.0
40.0,Male,40743.0,Single,PhD,Engineer,4564.0
63.0,Male,68418.0,Single,PhD,CEO,1909.0
23.0,Male,92264.0,Married,Master's,Waiter,60326.0
24.0,Female,210699.0,Married,PhD,Engineer,95761.0
59.0,Female,199022.0,Married,Bachelor's,CEO,1546.0
24.0,Female,154742.0,Married,Bachelor's,CEO,4931.0
46.0,Female,136706.0,Married,Master's,Engineer,7214.0
50.0,Female,290413.0,Married,Bachelor's,CEO,9278.0
43.0,Female,229792.0,Married,Bachelor's,Engineer,84669.0
50.0,Female,162248.0,Single,Master's,Doctor,8439.0
77.0,Female,10190.0,Married,PhD,Teacher,312.0
75.0,Female,195898.0,Single,Bachelor's,Waiter,4556.0
34.0,Female,157840.0,Single,PhD,CEO,9534.0
52.0,Female,404427.9082545613,Married,Bachelor's,CEO,3592.0
71.0,Male,23663.0,Single,Master's,Teacher,3672.0
69.0,Male,37409.0,Married,PhD,Doctor,3039.0
45.0,Male,39012.0,Married,Bachelor's,Engineer,52481.0
37.0,Female,208345.0,Married,Bachelor's,Waiter,68130.0
73.0,Female,135695.0,Married,Master's,Teacher,9881.0
26.0,Female,27675.0,Single,PhD,Teacher,51783.0
19.0,Female,227459.0,Single,Master's,Engineer,8510.0
35.0,Female,25139.0,Married,PhD,CEO,8811.0
75.0,Female,217726.0,Single,PhD,CEO,1677.0
102.42154354562416,Female,194270.0,Married,Bachelor's,CEO,1503.0
63.0,Female,27174.0,Married,PhD,Waiter,2768.0
27.0,Female,40594.0,Single,PhD,Doctor,4106.0
52.0,Male,284543.0,Single,PhD,Waiter,5981.0
63.0,Female,277767.0,Single,Bachelor's,Waiter,50142.0
52.0,Female,254376.0,Single,PhD,CEO,7275.0
45.0,Female,10410.0,Single,Bachelor's,Teacher,9780.0
31.0,Female,265879.0,Single,Bachelor's,Waiter,38294.0
44.0,Female,30347.0,Single,PhD,CEO,9598.0
75.0,Female,271411.0,Single,Master's,Waiter,66581.0
61.0,Male,44019.0,Single,PhD,Waiter,62008.0
65.0,Female,190126.0,Married,Bachelor's,Doctor,19584.0
67.0,Female,39469.0,Single,PhD,Teacher,2061.0
41.0,Female,164778.0,Single,Bachelor's,CEO,7976.0
43.0,Female,267668.0,Single,Bachelor's,CEO,7262.0
56.0,Male,48050.0,Married,Bachelor's,Engineer,5257.0
69.0,Male,54143.0,Single,PhD,CEO,1441.0
21.0,Female,169499.0,Single,PhD,CEO,6748.0
79.0,Male,76087.0,Single,Bachelor's,Waiter,18294.0
74.0,Male,124452.0,Single,PhD,Engineer,9031.0
32.0,Male,269409.0,Single,Master's,Doctor,39002.0
69.0,Female,6104.0,Married,Bachelor's,Engineer,8774.0
102.42154354562416,Female,210305.0,Married,Bachelor's,CEO,9694.0
73.0,Female,26403.0,Single,Master's,Engineer,1487.0
25.0,Male,31203.0,Single,PhD,Teacher,9512.0
70.0,Male,170333.0,Married,Bachelor's,CEO,1432.0
24.0,Female,181779.0,Single,Bachelor's,Waiter,8974.0
71.0,Female,48372.0,Single,Bachelor's,Engineer,340.0
64.0,Female,63763.0,Married,Master's,Teacher,81184.0
21.0,Female,118276.0,Single,Bachelor's,CEO,5123.0
44.0,Female,36686.0,Married,Master's,Engineer,4848.0
